,Gene_ID,Disease_ID,label
127,19,C1563937,1
128,19,C1704429,1
129,19,C2931838,1
130,19,C3276941,1
131,21,C0006142,1
132,21,C0009402,1
133,21,C0009404,1
134,21,C0013990,1
135,21,C0020192,1
136,21,C0020542,1
137,21,C0034069,1
138,21,C0035220,1
139,21,C0085786,1
140,21,C0852283,1
141,21,C1527249,1
142,21,C1855670,1
143,22,C0002896,1
144,22,C0004134,1
145,22,C0004138,1
146,22,C0010828,1
147,22,C0158995,1
148,22,C0240991,1
149,22,C0278161,1
150,22,C0427190,1
151,22,C0520966,1
152,22,C1845028,1
153,22,C3714756,1
154,23,C0020517,1
155,23,C0032285,1
156,23,C0032300,1
157,23,C0887898,1
158,23,C1527304,1
159,23,C3714636,1
160,24,C0006142,1
161,24,C0008924,1
162,24,C0009402,1
163,24,C0009404,1
164,24,C0035334,1
165,24,C0271093,1
166,24,C1527249,1
167,24,C1858080,1
168,24,C1858806,1
169,24,C1866422,1
170,24,C3495438,1
171,25,C0001418,1
172,25,C0005941,1
173,25,C0006413,1
174,25,C0010828,1
175,25,C0018798,1
176,25,C0023452,1
177,25,C0023453,1
178,25,C0023903,1
179,25,C0151491,1
180,25,C0205641,1
181,25,C0205645,1
182,25,C0345904,1
183,25,C0345958,1
184,25,C0596263,1
185,25,C0678222,1
186,25,C1257931,1
187,25,C1292769,1
188,25,C1458155,1
189,25,C1961099,1
190,25,C1961102,1
191,25,C4539857,1
192,26,C0018800,1
193,26,C0020538,1
194,26,C1383860,1
195,28,C0001973,1
196,28,C0010054,1
197,28,C0010474,1
198,28,C0013295,1
199,28,C0030297,1
200,28,C0033578,1
201,28,C0038454,1
202,28,C0085762,1
203,28,C0346647,1
204,28,C0525045,1
205,28,C0677886,1
206,28,C0751956,1
207,29,C0033578,1
208,29,C0376358,1
209,31,C0018801,1
210,31,C0018802,1
211,31,C0023212,1
212,31,C0268603,1
213,31,C1959583,1
214,31,C1961112,1
215,31,C2239176,1
216,32,C0021655,1
217,32,C1335302,1
218,33,C0220711,1
219,33,C0220994,1
220,34,C0028754,1
221,34,C0043094,1
222,34,C0220994,1
223,34,C0520459,1
224,35,C0003886,1
225,35,C0342783,1
226,35,C3714756,1
227,36,C0004352,1
228,36,C1864912,1
229,36,C3714756,1
230,37,C0003129,1
231,37,C0003130,1
232,37,C0003886,1
233,37,C0007194,1
234,37,C0220994,1
235,37,C0700292,1
236,37,C3714756,1
237,37,C3887523,1
238,38,C0022333,1
239,38,C0036572,1
240,38,C0149958,1
241,38,C0234535,1
242,38,C0270824,1
243,38,C0270844,1
244,38,C0270846,1
245,38,C0271713,1
246,38,C0422850,1
247,38,C0422852,1
248,38,C0494475,1
249,38,C0751110,1
250,38,C0751123,1
251,38,C0751494,1
252,38,C0751495,1
253,38,C0751496,1
254,38,C1536500,1
255,38,C3495874,1
256,38,C4048158,1
257,38,C4316903,1
258,38,C4317109,1
259,38,C4317123,1
260,40,C0004352,1
261,41,C0007786,1
262,41,C0021368,1
263,41,C0085742,1
264,41,C0272945,1
265,41,C0452047,1
266,41,C0917798,1
267,43,C0002726,1
268,43,C0006142,1
269,43,C0007134,1
270,43,C0013221,1
271,43,C0018273,1
272,43,C0023893,1
273,43,C0025261,1
274,43,C0026650,1
275,43,C0028754,1
276,43,C0036341,1
277,43,C0036572,1
278,43,C0149840,1
279,43,C0149958,1
280,43,C0233794,1
281,43,C0234371,1
282,43,C0234372,1
283,43,C0234373,1
284,43,C0234374,1
285,43,C0234376,1
286,43,C0234378,1
287,43,C0234379,1
288,43,C0234381,1
289,43,C0234533,1
290,43,C0234535,1
291,43,C0235078,1
292,43,C0235082,1
293,43,C0235843,1
294,43,C0236733,1
295,43,C0236804,1
296,43,C0266487,1
297,43,C0270824,1
298,43,C0270846,1
299,43,C0276496,1
300,43,C0279702,1
301,43,C0376358,1
302,43,C0422850,1
303,43,C0422852,1
304,43,C0422853,1
305,43,C0422854,1
306,43,C0494463,1
307,43,C0494475,1
308,43,C0546126,1
309,43,C0678222,1
310,43,C0700359,1
311,43,C0750900,1
312,43,C0751056,1
313,43,C0751123,1
314,43,C0751263,1
315,43,C0751265,1
316,43,C0751292,1
317,43,C0751294,1
318,43,C0751295,1
319,43,C0751494,1
320,43,C0751495,1
321,43,C0751496,1
322,43,C0751564,1
323,43,C0751565,1
324,43,C1257931,1
325,43,C1266044,1
326,43,C1306837,1
327,43,C1330966,1
328,43,C1458155,1
329,43,C3494247,1
330,43,C3494248,1
331,43,C3495874,1
332,43,C4316903,1
333,43,C4317109,1
334,43,C4317123,1
335,47,C0018802,1
336,47,C0028754,1
337,47,C1959583,1
338,47,C1961112,1
339,48,C0027626,1
340,48,C0029408,1
341,48,C0086743,1
342,50,C0006142,1
343,50,C2239176,1
344,50,C3714756,1
345,51,C0011853,1
346,51,C0023520,1
347,51,C0038433,1
348,51,C0282528,1
349,51,C0543888,1
350,52,C0036341,1
351,52,C0041696,1
352,52,C1269683,1
353,54,C0020503,1
354,54,C0023893,1
355,54,C0028754,1
356,54,C0432222,1
357,54,C3714756,1
358,55,C3495559,1
359,55,C3714758,1
360,58,C0007194,1
361,58,C0149721,1
362,58,C0175709,1
363,58,C0206157,1
364,58,C0270960,1
365,58,C0410180,1
366,58,C0410203,1
367,58,C0410207,1
368,58,C0546125,1
369,58,C0546264,1
370,58,C0751336,1
371,58,C0752282,1
372,58,C0949658,1
373,58,C1834558,1
374,58,C2750536,1
375,58,C2750537,1
376,58,C3661489,1
377,58,C4225181,1
378,59,C0006142,1
379,59,C0007820,1
380,59,C0013720,1
381,59,C0014175,1
382,59,C0015934,1
383,59,C0017668,1
384,59,C0019189,1
385,59,C0022116,1
386,59,C0023893,1
387,59,C0023895,1
388,59,C0024796,1
389,59,C0026654,1
390,59,C0027051,1
391,59,C0036421,1
392,59,C0086432,1
393,59,C0086565,1
394,59,C0162872,1
395,59,C0239946,1
396,59,C0269102,1
397,59,C0340630,1
398,59,C0345050,1
399,59,C0520463,1
400,59,C0524611,1
401,59,C0678222,1
402,59,C1257931,1
403,59,C1619692,1
404,59,C1968949,1
405,59,C2673186,1
406,59,C3151201,1
407,59,C3279690,1
408,59,C3714756,1
409,60,C0003129,1
410,60,C0003130,1
411,60,C0005586,1
412,60,C0007097,1
413,60,C0009363,1
414,60,C0010278,1
415,60,C0013393,1
416,60,C0013421,1
417,60,C0014859,1
418,60,C0018784,1
419,60,C0024121,1
420,60,C0024667,1
421,60,C0027626,1
422,60,C0036341,1
423,60,C0086743,1
424,60,C0151744,1
425,60,C0205696,1
426,60,C0205697,1
427,60,C0205699,1
428,60,C0242184,1
429,60,C0263579,1
430,60,C0265541,1
431,60,C0376634,1
432,60,C0393588,1
433,60,C0393610,1
434,60,C0497552,1
435,60,C0546837,1
436,60,C0700292,1
437,60,C0751093,1
438,60,C1691779,1
439,60,C1846331,1
440,60,C1955869,1
441,60,C3714756,1
442,70,C0007193,1
443,70,C0007194,1
444,70,C0024623,1
445,70,C0032927,1
446,70,C0034951,1
447,70,C0264886,1
448,70,C0282313,1
449,70,C0340427,1
450,70,C0344724,1
451,70,C0949658,1
452,70,C1449563,1
453,70,C1527310,1
454,70,C1708349,1
455,70,C3150682,1
456,70,C4021133,1
457,71,C0001787,1
458,71,C0007621,1
459,71,C0009363,1
460,71,C0010278,1
461,71,C0024667,1
462,71,C0029456,1
463,71,C0205696,1
464,71,C0205697,1
465,71,C0205698,1
466,71,C0205699,1
467,71,C0265541,1
468,71,C0266551,1
469,71,C0376634,1
470,71,C0497552,1
471,71,C0751406,1
472,71,C0948089,1
473,71,C1257925,1
474,71,C1858172,1
475,71,C1955869,1
476,71,C3714756,1
477,72,C0007102,1
478,72,C0009375,1
479,72,C0266833,1
480,72,C1608393,1
481,72,C1835084,1
482,72,C1864996,1
483,81,C0017668,1
484,81,C0024667,1
485,81,C0024668,1
486,81,C0205697,1
487,81,C0205699,1
488,81,C0333497,1
489,81,C1257925,1
490,87,C0023893,1
491,88,C0007193,1
492,88,C0007194,1
493,88,C0007959,1
494,88,C0264886,1
495,88,C0340427,1
496,88,C4225403,1
497,90,C0004114,1
498,90,C0006142,1
499,90,C0013720,1
500,90,C0016037,1
501,90,C0017638,1
502,90,C0025202,1
503,90,C0027122,1
504,90,C0205768,1
505,90,C0242488,1
506,90,C0280783,1
507,90,C0280785,1
508,90,C0334580,1
509,90,C0334581,1
510,90,C0334582,1
511,90,C0334583,1
512,90,C0338070,1
513,90,C0345050,1
514,90,C0547065,1
515,90,C0750935,1
516,90,C0750936,1
517,90,C1257931,1
518,90,C1458155,1
519,90,C1704230,1
520,90,C3714756,1
521,92,C0278701,1
522,92,C1721098,1
523,93,C0037221,1
524,93,C0175707,1
525,93,C0266642,1
526,93,C3151057,1
527,93,C3178805,1
528,93,C3178806,1
529,93,C3178807,1
530,93,C4277690,1
531,94,C0020542,1
532,94,C0039445,1
533,94,C0340543,1
534,94,C1701939,1
535,94,C1832529,1
536,94,C1838163,1
537,94,C2973725,1
538,94,C3203102,1
539,94,C3850148,1
540,95,C0006142,1
541,95,C0032927,1
542,95,C0279702,1
543,95,C0282313,1
544,95,C1266044,1
545,98,C2750088,1
546,100,C0004352,1
547,100,C0020452,1
548,100,C0037928,1
549,100,C0042484,1
550,100,C0268124,1
551,100,C1335302,1
552,101,C0019193,1
553,101,C0860207,1
554,101,C3658290,1
555,101,C4277682,1
556,101,C4279912,1
557,102,C0006142,1
558,102,C0678222,1
559,102,C1257931,1
560,102,C3714534,1
561,102,C3810041,1
562,103,C0023520,1
563,103,C0037773,1
564,103,C0393591,1
565,103,C0406775,1
566,103,C0543888,1
567,103,C0678222,1
568,103,C0795996,1
569,103,C0796126,1
570,103,C3489724,1
571,103,C3714756,1
572,104,C0032460,1
573,104,C0033975,1
574,104,C0036341,1
575,105,C0013146,1
576,105,C0013222,1
577,105,C0029231,1
578,105,C0038580,1
579,105,C0038586,1
580,105,C0236969,1
581,105,C0740858,1
582,105,C1510472,1
583,105,C4316881,1
584,107,C0038587,1
585,107,C0086189,1
586,107,C0087169,1
587,107,C0149925,1
588,107,C0424295,1
589,107,C1857809,1
590,108,C0004096,1
591,108,C0005586,1
592,109,C0005586,1
593,109,C0025945,1
594,109,C0028754,1
595,109,C0028756,1
596,109,C0525045,1
597,111,C0001787,1
598,111,C0005612,1
599,111,C0011581,1
600,111,C0011860,1
601,111,C0016059,1
602,111,C0020538,1
603,111,C0024667,1
604,111,C0024668,1
605,111,C0029459,1
606,111,C0036529,1
607,111,C0041696,1
608,111,C0205696,1
609,111,C0205697,1
610,111,C0205698,1
611,111,C0205699,1
612,111,C0242698,1
613,111,C0393584,1
614,111,C0751406,1
615,111,C0878544,1
616,111,C1257925,1
617,111,C1269683,1
618,111,C1535926,1
619,111,C1623038,1
620,111,C1847627,1
621,111,C1859098,1
622,111,C3714756,1
623,112,C0003886,1
624,112,C4225385,1
625,113,C0001973,1
626,113,C0011570,1
627,113,C0011581,1
628,113,C0023467,1
629,113,C0036341,1
630,113,C0041696,1
631,113,C0525045,1
632,113,C1269683,1
633,113,C1879321,1
634,113,C3714758,1
635,114,C0005586,1
636,114,C0011581,1
637,114,C0025945,1
638,114,C0038587,1
639,114,C0424295,1
640,114,C0751217,1
641,116,C0005586,1
642,116,C0020452,1
643,116,C0026205,1
644,116,C0036529,1
645,116,C0042484,1
646,116,C0178824,1
647,116,C0268849,1
648,116,C0279626,1
649,116,C0333233,1
650,116,C0392156,1
651,116,C0878773,1
652,116,C3887612,1
653,117,C0004096,1
654,117,C0011570,1
655,117,C0011581,1
656,117,C0036341,1
657,118,C0020538,1
658,118,C0085580,1
659,118,C2239176,1
660,118,C4302111,1
661,119,C4302111,1
662,120,C0007786,1
663,120,C0023893,1
664,120,C0149504,1
665,120,C0235032,1
666,120,C0917798,1
667,120,C2751938,1
668,123,C0024623,1
669,123,C0038356,1
670,123,C1708349,1
671,123,C2711227,1
672,124,C0001973,1
673,125,C0001956,1
674,125,C0001969,1
675,125,C0001973,1
676,125,C0007107,1
677,125,C0009402,1
678,125,C0009404,1
679,125,C0023055,1
680,125,C0028754,1
681,125,C0085762,1
682,125,C0153381,1
683,125,C0153405,1
684,125,C0349464,1
685,125,C0393756,1
686,125,C0546837,1
687,125,C0751010,1
688,125,C0751012,1
689,125,C1527249,1
690,126,C0001956,1
691,126,C0001969,1
692,126,C0001973,1
693,126,C0026640,1
694,126,C0085762,1
695,126,C3160718,1
696,127,C0001956,1
697,127,C0001973,1
698,128,C0001973,1
699,130,C0001973,1
700,131,C0001973,1
701,131,C0014859,1
702,131,C0023055,1
703,131,C0026640,1
704,131,C0031347,1
705,131,C0153381,1
706,131,C0153405,1
707,131,C0546837,1
708,132,C0003129,1
709,132,C0008370,1
710,132,C0020796,1
711,132,C0036341,1
712,132,C0700292,1
713,132,C3280381,1
714,132,C3714756,1
715,133,C0004352,1
716,133,C0005586,1
717,133,C0017185,1
718,133,C0017658,1
719,133,C0020429,1
720,133,C0030193,1
721,133,C0036690,1
722,133,C0038358,1
723,133,C0234230,1
724,133,C0234238,1
725,133,C0234254,1
726,133,C0243026,1
727,133,C0458247,1
728,133,C0458257,1
729,133,C0751211,1
730,133,C0751212,1
731,133,C0751213,1
732,133,C0751214,1
733,133,C0751407,1
734,133,C0751408,1
735,133,C1719672,1
736,133,C2936719,1
737,134,C0007370,1
738,134,C0013182,1
739,134,C0022116,1
740,134,C0027051,1
741,134,C0033054,1
742,134,C0036341,1
743,134,C0038525,1
744,134,C0038587,1
745,134,C0041755,1
746,134,C0086189,1
747,134,C0087169,1
748,134,C0233612,1
749,134,C0238281,1
750,134,C0242973,1
751,134,C0270192,1
752,134,C0428977,1
753,134,C0472381,1
754,134,C0472383,1
755,134,C0740376,1
756,134,C0740391,1
757,134,C0751019,1
758,134,C0751022,1
759,134,C0751530,1
760,134,C0751845,1
761,134,C0751846,1
762,134,C0751847,1
763,134,C0795688,1
764,134,C0917805,1
765,134,C1527335,1
766,135,C0003469,1
767,135,C0003873,1
768,135,C0011573,1
769,135,C0013221,1
770,135,C0020649,1
771,135,C0021603,1
772,135,C0026650,1
773,135,C0030319,1
774,135,C0033139,1
775,135,C0033141,1
776,135,C0033937,1
777,135,C0034189,1
778,135,C0035126,1
779,135,C0036341,1
780,135,C0036529,1
781,135,C0036690,1
782,135,C0040822,1
783,135,C0041696,1
784,135,C0041755,1
785,135,C0086133,1
786,135,C0086189,1
787,135,C0087169,1
788,135,C0149840,1
789,135,C0234370,1
790,135,C0234371,1
791,135,C0234372,1
792,135,C0234374,1
793,135,C0234375,1
794,135,C0234376,1
795,135,C0234378,1
796,135,C0234379,1
797,135,C0234533,1
798,135,C0234535,1
799,135,C0235081,1
800,135,C0235082,1
801,135,C0235843,1
802,135,C0236733,1
803,135,C0236804,1
804,135,C0236807,1
805,135,C0242973,1
806,135,C0243026,1
807,135,C0266487,1
808,135,C0270541,1
809,135,C0270824,1
810,135,C0270844,1
811,135,C0270846,1
812,135,C0282126,1
813,135,C0349255,1
814,135,C0422853,1
815,135,C0422854,1
816,135,C0422855,1
817,135,C0424295,1
818,135,C0525045,1
819,135,C0541798,1
820,135,C0751123,1
821,135,C0751249,1
822,135,C0751251,1
823,135,C0751496,1
824,135,C0751564,1
825,135,C0751565,1
826,135,C0878544,1
827,135,C0917801,1
828,135,C1527384,1
829,135,C3495874,1
830,135,C4316903,1
831,135,C4317123,1
832,135,C4505436,1
833,136,C0027627,1
834,136,C0034189,1
835,136,C0035126,1
836,136,C0243026,1
837,136,C1719672,1
838,140,C0022116,1
839,140,C0023893,1
840,140,C0027051,1
841,140,C1527249,1
842,142,C0002871,1
843,142,C0004096,1
844,142,C0006142,1
845,142,C0007786,1
846,142,C0009402,1
847,142,C0009404,1
848,142,C0011603,1
849,142,C0014518,1
850,142,C0015697,1
851,142,C0019158,1
852,142,C0021368,1
853,142,C0022658,1
854,142,C0022821,1
855,142,C0025363,1
856,142,C0026764,1
857,142,C0028754,1
858,142,C0032285,1
859,142,C0032300,1
860,142,C0033141,1
861,142,C0033578,1
862,142,C0034069,1
863,142,C0036529,1
864,142,C0038325,1
865,142,C0085742,1
866,142,C0085786,1
867,142,C0086873,1
868,142,C0162311,1
869,142,C0242422,1
870,142,C0242423,1
871,142,C0263477,1
872,142,C0264956,1
873,142,C0270611,1
874,142,C0272945,1
875,142,C0678222,1
876,142,C0752097,1
877,142,C0752098,1
878,142,C0752101,1
879,142,C0752105,1
880,142,C0878544,1
881,142,C0917798,1
882,142,C1257931,1
883,142,C1274933,1
884,142,C1527249,1
885,142,C1563937,1
886,142,C1868675,1
887,142,C2931673,1
888,142,C2936351,1
889,142,C3714756,1
890,142,C4302111,1
891,147,C0022658,1
892,147,C0023893,1
893,147,C0027746,1
894,147,C0036572,1
895,147,C0149504,1
896,147,C0154659,1
897,147,C0234533,1
898,147,C0234535,1
899,147,C0235032,1
900,147,C0270824,1
901,147,C0270846,1
902,147,C0422850,1
903,147,C0422852,1
904,147,C0422853,1
905,147,C0422855,1
906,147,C0494475,1
907,147,C0525045,1
908,147,C0751110,1
909,147,C0751123,1
910,147,C0751495,1
911,147,C0751496,1
912,147,C1383860,1
913,147,C3495874,1
914,147,C4316903,1
915,147,C4317109,1
916,147,C4317123,1
917,147,C4505436,1
918,148,C0002152,1
919,148,C0005586,1
920,148,C0006142,1
921,148,C0006870,1
922,148,C0009171,1
923,148,C0011853,1
924,148,C0036341,1
925,148,C0041696,1
926,148,C0239946,1
927,148,C0600520,1
928,148,C1269683,1
929,148,C3496069,1
930,150,C0011570,1
931,150,C0016059,1
932,150,C0018799,1
933,150,C0018800,1
934,150,C0030319,1
935,150,C0086237,1
936,150,C0086769,1
937,150,C0236018,1
938,150,C0751111,1
939,150,C1623038,1
940,151,C0010520,1
941,151,C0024115,1
942,151,C3714756,1
943,152,C0005586,1
944,152,C0016059,1
945,152,C0018801,1
946,152,C0018802,1
947,152,C0525045,1
948,153,C0005612,1
949,153,C0007193,1
950,153,C0011570,1
951,153,C0011581,1
952,153,C0018801,1
953,153,C0018802,1
954,153,C0020452,1
955,153,C0020538,1
956,153,C0023212,1
957,153,C0024623,1
958,153,C0028754,1
959,153,C0038356,1
960,153,C0042484,1
961,153,C0151744,1
962,153,C0235527,1
963,153,C0242973,1
964,153,C0333233,1
965,153,C0553980,1
966,153,C1959583,1
967,153,C1961112,1
968,154,C0004352,1
969,154,C0007193,1
970,154,C0016059,1
971,154,C0020473,1
972,154,C0020621,1
973,154,C0024623,1
974,154,C0028754,1
975,154,C0033141,1
976,154,C0033578,1
977,154,C0038356,1
978,154,C0040822,1
979,154,C0149840,1
980,154,C0206019,1
981,154,C0234370,1
982,154,C0234371,1
983,154,C0234372,1
984,154,C0234374,1
985,154,C0234375,1
986,154,C0234376,1
987,154,C0234378,1
988,154,C0234381,1
989,154,C0235081,1
990,154,C0235083,1
991,154,C0235843,1
992,154,C0243010,1
993,154,C0376358,1
994,154,C0751565,1
995,154,C0878544,1
996,154,C0920563,1
997,154,C0936243,1
998,154,C1449563,1
999,154,C1527384,1
1000,154,C1708349,1
1001,154,C4505456,1
1002,155,C0018801,1
1003,155,C0018802,1
1004,155,C0020473,1
1005,155,C0023212,1
1006,155,C0028754,1
1007,155,C0038433,1
1008,155,C0149721,1
1009,155,C0235527,1
1010,155,C1269683,1
1011,155,C1959583,1
1012,155,C1961112,1
1013,156,C0003873,1
1014,156,C0007222,1
1015,156,C0011581,1
1016,156,C0018800,1
1017,156,C0018801,1
1018,156,C0018802,1
1019,156,C0020538,1
1020,156,C0023212,1
1021,156,C0033141,1
1022,156,C0162820,1
1023,156,C0235527,1
1024,156,C0752351,1
1025,156,C0878544,1
1026,156,C1136082,1
1027,156,C1319315,1
1028,156,C1383860,1
1029,156,C1959583,1
1030,156,C1961112,1
1031,157,C0005586,1
1032,157,C0009171,1
1033,157,C0036341,1
1034,157,C0338831,1
1035,157,C0600427,1
1036,158,C0003886,1
1037,158,C0004352,1
1038,158,C0268126,1
1039,158,C0543888,1
1040,159,C0036341,1
1041,165,C0013720,1
1042,173,C0022660,1
1043,173,C1565662,1
1044,173,C2609414,1
1045,174,C0019207,1
1046,174,C0019208,1
1047,174,C0023893,1
1048,174,C0023895,1
1049,174,C0023904,1
1050,174,C0024623,1
1051,174,C0024668,1
1052,174,C0038356,1
1053,174,C0086404,1
1054,174,C0086565,1
1055,174,C0678222,1
1056,174,C1458155,1
1057,174,C1708349,1
1058,174,C1863080,1
1059,174,C1863081,1
1060,174,C2239176,1
1061,174,C3714756,1
1062,175,C0036341,1
1063,175,C0220994,1
1064,175,C0268225,1
1065,175,C2931840,1
1066,175,C3714756,1
1067,176,C0003873,1
1068,176,C0004681,1
1069,176,C0029434,1
1070,176,C0032273,1
1071,176,C1842149,1
1072,177,C0003873,1
1073,177,C0004153,1
1074,177,C0020429,1
1075,177,C0021368,1
1076,177,C0027796,1
1077,177,C0029408,1
1078,177,C0036341,1
1079,177,C0042656,1
1080,177,C0086743,1
1081,177,C0234247,1
1082,177,C0262593,1
1083,177,C0423711,1
1084,177,C0423712,1
1085,177,C0458247,1
1086,177,C0751211,1
1087,177,C0751212,1
1088,177,C0751214,1
1089,177,C0751371,1
1090,177,C0751372,1
1091,177,C0751373,1
1092,177,C1855520,1
1093,177,C2936719,1
1094,178,C0003886,1
1095,178,C0007194,1
1096,178,C0017922,1
1097,178,C0220994,1
1098,178,C1968739,1
1099,178,C1968741,1
1100,178,C1968742,1
1101,178,C2936915,1
1102,182,C0005940,1
1103,182,C0008370,1
1104,182,C0010038,1
1105,182,C0010278,1
1106,182,C0011052,1
1107,182,C0011053,1
1108,182,C0015393,1
1109,182,C0018798,1
1110,182,C0024121,1
1111,182,C0036095,1
1112,182,C0036341,1
1113,182,C0039685,1
1114,182,C0085280,1
1115,182,C0162872,1
1116,182,C0282631,1
1117,182,C0581883,1
1118,182,C0887833,1
1119,182,C1112213,1
1120,182,C1257931,1
1121,182,C1621958,1
1122,182,C1956125,1
1123,182,C3714756,1
1124,183,C0001925,1
1125,183,C0003460,1
1126,183,C0003486,1
1127,183,C0005586,1
1128,183,C0007192,1
1129,183,C0009241,1
1130,183,C0011071,1
1131,183,C0011570,1
1132,183,C0011581,1
1133,183,C0011884,1
1134,183,C0015934,1
1135,183,C0016059,1
1136,183,C0017658,1
1137,183,C0017661,1
1138,183,C0017667,1
1139,183,C0017668,1
1140,183,C0018799,1
1141,183,C0018800,1
1142,183,C0018801,1
1143,183,C0018802,1
1144,183,C0019284,1
1145,183,C0020429,1
1146,183,C0020452,1
1147,183,C0020540,1
1148,183,C0020544,1
1149,183,C0020564,1
1150,183,C0020621,1
1151,183,C0020649,1
1152,183,C0021368,1
1153,183,C0022658,1
1154,183,C0023212,1
1155,183,C0023893,1
1156,183,C0027051,1
1157,183,C0027055,1
1158,183,C0027540,1
1159,183,C0027720,1
1160,183,C0032285,1
1161,183,C0032300,1
1162,183,C0033141,1
1163,183,C0033687,1
1164,183,C0034069,1
1165,183,C0035078,1
1166,183,C0035126,1
1167,183,C0036572,1
1168,183,C0038433,1
1169,183,C0040053,1
1170,183,C0041956,1
1171,183,C0085580,1
1172,183,C0085786,1
1173,183,C0086432,1
1174,183,C0087086,1
1175,183,C0149721,1
1176,183,C0151744,1
1177,183,C0162871,1
1178,183,C0178824,1
1179,183,C0233612,1
1180,183,C0234533,1
1181,183,C0234535,1
1182,183,C0235527,1
1183,183,C0239946,1
1184,183,C0242698,1
1185,183,C0266313,1
1186,183,C0270824,1
1187,183,C0270844,1
1188,183,C0270846,1
1189,183,C0271650,1
1190,183,C0333233,1
1191,183,C0340643,1
1192,183,C0422850,1
1193,183,C0422852,1
1194,183,C0422853,1
1195,183,C0422854,1
1196,183,C0422855,1
1197,183,C0428977,1
1198,183,C0458247,1
1199,183,C0494475,1
1200,183,C0553980,1
1201,183,C0600178,1
1202,183,C0750986,1
1203,183,C0751110,1
1204,183,C0751123,1
1205,183,C0751211,1
1206,183,C0751212,1
1207,183,C0751213,1
1208,183,C0751494,1
1209,183,C0751495,1
1210,183,C0751496,1
1211,183,C0878544,1
1212,183,C0887898,1
1213,183,C1383860,1
1214,183,C1563937,1
1215,183,C1565489,1
1216,183,C1959583,1
1217,183,C1961112,1
1218,183,C2678367,1
1219,183,C2936380,1
1220,183,C2936381,1
1221,183,C2936719,1
1222,183,C3495874,1
1223,183,C3850148,1
1224,183,C3852953,1
1225,183,C4048158,1
1226,183,C4277533,1
1227,183,C4317123,1
1228,183,C4505436,1
1229,185,C0000786,1
1230,185,C0011884,1
1231,185,C0018801,1
1232,185,C0018802,1
1233,185,C0020538,1
1234,185,C0023212,1
1235,185,C0027627,1
1236,185,C0032000,1
1237,185,C0085580,1
1238,185,C0162871,1
1239,185,C0235527,1
1240,185,C0346300,1
1241,185,C2936170,1
1242,186,C0010093,1
1243,186,C0020538,1
1244,186,C0024623,1
1245,186,C0024668,1
1246,186,C0027627,1
